filename;lang;lang_proba
'127.txt';'en';'[en:0.9999955248097685]'
'133.txt';'en';'[en:0.9999965743413555]'
'655.txt';'en';'[en:0.9999977269751965]'
'480.txt';'en';'[en:0.9999938901429812]'
'494.txt';'fr';'[fr:0.9999978498471915]'
'319.txt';'en';'[en:0.999995325095578]'
'325.txt';'en';'[en:0.9999974576059889]'
'457.txt';'it';'[it:0.9999968378337013]'
'331.txt';'en';'[en:0.9999976057379452]'
'456.txt';'it';'[it:0.9999973970394674]'
'330.txt';'en';'[en:0.9999968214786106]'
'324.txt';'en';'[en:0.9999966705319673]'
'442.txt';'en';'[en:0.9999966389572084]'
'318.txt';'en';'[en:0.9999973495716256]'
'132.txt';'en';'[en:0.9999952897080072]'
'654.txt';'en';'[en:0.9999975953021565]'
'640.txt';'en';'[en:0.9999960883119865]'
'126.txt';'en';'[en:0.9999959780137653]'
'668.txt';'en';'[en:0.9999985817991939]'
'697.txt';'en';'[en:0.9999970823737657]'
'683.txt';'en';'[en:0.9999977360324481]'
'33.txt';'en';'[en:0.9999980196795775]'
'27.txt';'cy';'[cy:0.7142834789472683, ca:0.1428594151390345, en:0.1428562699740167]'
'720.txt';'en';'[en:0.9999971765076024]'
'708.txt';'en';'[en:0.9999958425856468]'
'244.txt';'en';'[en:0.9999981749032957]'
'250.txt';'en';'[en:0.9999968487576378]'
'278.txt';'en';'[en:0.9999962022742427]'
'287.txt';'en';'[en:0.999995752776391]'
'293.txt';'en';'[en:0.9999982691443055]'
'285.txt';'en';'[en:0.9999969030301362]'
'291.txt';'en';'[en:0.9999984906074064]'
'252.txt';'en';'[en:0.9999963309107357]'
'722.txt';'en';'[en:0.9999968253236157]'
'31.txt';'fr';'[fr:0.9999973302709575]'
'25.txt';'en';'[en:0.9999966127603063]'
'681.txt';'en';'[en:0.9999962766350481]'
'19.txt';'en';'[en:0.9999951993765767]'
'118.txt';'en';'[en:0.9999959879286865]'
'656.txt';'en';'[en:0.9999961240418669]'
'130.txt';'en';'[en:0.9999948422576417]'
'124.txt';'en';'[en:0.9999967303005719]'
'642.txt';'en';'[en:0.9999967453769352]'
'497.txt';'fr';'[fr:0.9999973231929977]'
'483.txt';'en';'[en:0.9999981832933029]'
'468.txt';'en';'[en:0.9999973727084823]'
'332.txt';'en';'[en:0.9999962727926781]'
'440.txt';'en';'[en:0.9999966411756723]'
'326.txt';'en';'[en:0.9999960208230534]'
'441.txt';'en';'[en:0.9999950871975504]'
'327.txt';'en';'[en:0.9999972857851566]'
'333.txt';'en';'[en:0.9999962849268638]'
'469.txt';'en';'[en:0.9999984705446477]'
'482.txt';'en';'[en:0.9999973335471615]'
'496.txt';'sk';'[sk:0.9999950807932461]'
'125.txt';'en';'[en:0.9999958575018343]'
'643.txt';'en';'[en:0.999999022023685]'
'657.txt';'en';'[en:0.9999981954471308]'
'131.txt';'en';'[en:0.9999958981954449]'
'119.txt';'en';'[en:0.9999969780340188]'
'18.txt';'en';'[en:0.9999975948195802]'
'680.txt';'en';'[en:0.9999966754484559]'
'24.txt';'en';'[en:0.9999956690295653]'
'30.txt';'en';'[en:0.9999977513867896]'
'723.txt';'en';'[en:0.999998184284939]'
'535.txt';'en';'[en:0.999994484064499]'
'253.txt';'en';'[en:0.9999977470728223]'
'247.txt';'en';'[en:0.999996900151096]'
'521.txt';'en';'[en:0.9999960974826805]'
'290.txt';'en';'[en:0.9999978118064045]'
'284.txt';'en';'[en:0.9999932402856442]'
